# Pathway	PD_10_HC_Abundance	PD_10_PC_Abundance	PD_10_Abundance	PD_11_HC_Abundance	PD_11_PC_Abundance	PD_11_Abundance	PD_12_HC_Abundance	PD_12_PC_Abundance	PD_12_Abundance	PD_13_HC_Abundance	PD_13_PC_Abundance	PD_13_Abundance	PD_14_HC_Abundance	PD_14_PC_Abundance	PD_14_Abundance	PD_15_HC_Abundance	PD_15_PC_Abundance	PD_15_Abundance	PD_16_HC_Abundance	PD_16_PC_Abundance	PD_16_Abundance	PD_17_HC_Abundance	PD_17_PC_Abundance	PD_17_Abundance	PD_18_HC_Abundance	PD_18_PC_Abundance	PD_18_Abundance	PD_19_HC_Abundance	PD_19_PC_Abundance	PD_19_Abundance	PD_1_HC_Abundance	PD_1_PC_Abundance	PD_1_Abundance	PD_20_HC_Abundance	PD_20_PC_Abundance	PD_20_Abundance	PD_21_HC_Abundance	PD_21_PC_Abundance	PD_21_Abundance	PD_22_HC_Abundance	PD_22_PC_Abundance	PD_22_Abundance	PD_23_HC_Abundance	PD_23_PC_Abundance	PD_23_Abundance	PD_24_HC_Abundance	PD_24_PC_Abundance	PD_24_Abundance	PD_25_HC_Abundance	PD_25_PC_Abundance	PD_25_Abundance	PD_26_HC_Abundance	PD_26_PC_Abundance	PD_26_Abundance	PD_27_HC_Abundance	PD_27_PC_Abundance	PD_27_Abundance	PD_28_HC_Abundance	PD_28_PC_Abundance	PD_28_Abundance	PD_29_HC_Abundance	PD_29_PC_Abundance	PD_29_Abundance	PD_2_HC_Abundance	PD_2_PC_Abundance	PD_2_Abundance	PD_30_PC_Abundance	PD_30_Abundance	PD_31_PC_Abundance	PD_31_Abundance	PD_32_PC_Abundance	PD_32_Abundance	PD_33_PC_Abundance	PD_33_Abundance	PD_34_PC_Abundance	PD_34_Abundance	PD_35_PC_Abundance	PD_35_Abundance	PD_36_PC_Abundance	PD_36_Abundance	PD_37_PC_Abundance	PD_37_Abundance	PD_38_PC_Abundance	PD_38_Abundance	PD_39_PC_Abundance	PD_39_Abundance	PD_3_HC_Abundance	PD_3_PC_Abundance	PD_3_Abundance	PD_40_PC_Abundance	PD_40_Abundance	PD_41_PC_Abundance	PD_41_Abundance	PD_42_Abundance	PD_43_Abundance	PD_44_Abundance	PD_45_Abundance	PD_46_Abundance	PD_47_Abundance	PD_48_Abundance	PD_4_HC_Abundance	PD_4_PC_Abundance	PD_4_Abundance	PD_5_HC_Abundance	PD_5_PC_Abundance	PD_5_Abundance	PD_6_HC_Abundance	PD_6_PC_Abundance	PD_6_Abundance	PD_7_HC_Abundance	PD_7_PC_Abundance	PD_7_Abundance	PD_8_HC_Abundance	PD_8_PC_Abundance	PD_8_Abundance	PD_9_HC_Abundance	PD_9_PC_Abundance	PD_9_Abundance
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	0	0	0	0	0	0.000246645	0	0	0	0	0.000110666	0	0	0	0	0.000257641	0	0	0.000100646	0	7.25504e-05	0	0	0	0	0	0	8.10262e-05	0	0	0	0	0	8.604e-05	0	0	0	0.000103002	0	0	0	0	0.000370668	0	0.000455314	0.000159249	0	0.00160924	0	0	0	0	7.21045e-05	0.00157803	0.00100039	0	0.000280153	0	0	0.000432222	0.000473453	0	0.00287864	0	0	7.41494e-05	0	0	0	0.00137732	0	0.000485034	0	0	0	0.0012676	0	0	0	0.000498775	0.000167798	0	0	0.000171892	0.000262775	0	0	0.000250927	0.0010891	0.000612565	0.000217945	0	6.11149e-05	0.000146227	0.000591855	0.000191157	0.000189262	0	0.000152064	0.000172288	0	0.000113275	0	0	7.42633e-05	0.000364386	0	0.000599309	0	0	0.000341105	0.000778725	0	7.82403e-05	0	0	0.00033908	0.00260191
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000860742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.77903e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.88457e-05	0	0	0	0	0.000311192	0	0	0	0	0	0.000387799	0	0	0	0	0	9.39213e-05	8.38008e-05	0	0	0	0	0	0	0	0	3.59661e-05	0	3.9122e-05	0	0	0	0.000261897	0	0	0	0	0	0	0	0	5.58343e-05	0	0	0	0.000184137	0	0	0	0	0	4.95755e-05	0	1.96149e-05	0	0	0	0	0	0	0	0	0	0	8.6705e-05	0	0	0	0	0	0	0	0	0	0.00112375
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228282	0	0	0	0	0	0	0	0	0.000353812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	0.00920192	0.00331979	0.00235252	0.00769228	0.00382295	0.0012579	0.00324437	0.0012119	0.00995868	0.00147391	0.00400076	0.00392389	0.00530886	0.00541167	0.00150841	0.00303994	0.00337009	0.0085774	0.00360797	0.00385178	0.00272902	0.0007843	0.00166994	0.00120676	0.0033299	0.003043	0.00112076	0.0037195	0.00692867	0.00322097	0.00394761	0.00174381	0.00218757	0.00307334	0.00298569	0.00076149	0.00757146	0.00434086	0.00320074	0.00267018	0.00268286	0.00241691	0.00239521	0.00223141	0.00323212	0.00311797	0.00317365	0.00562597	0.00574283	0.00282335	0.00296483	0.00750471	0.00377724	0.00579615	0.00258385	0.00271724	0.00512387	0.00293564	0.00212784	0.00546351	0.00276898	0.00933894	0.00589202	0.00283427	0.00500536	0.00228743	0.00445978	0.00263099	0.00649738	0.00572612	0.00247118	0.00521899	0.00214604	0.00687128	0.00203385	0.00536341	0.000926175	0.00512101	0.00218593	0.0034598	0.00307497	0.00366389	0.00775643	0.00601614	0.01191	0.00288817	0.00275218	0.00513185	0.00290255	0.00286486	0.00330113	0.00301675	0.000429162	0.00189881	0.00368114	0.0021638	0.00334997	0.000858213	0.00341538	0.00500266	0.00298312	0.00110062	0.00373698	0.00606855	0.00363186	0.00156661	0.00166183	0.00119123	0.00309379	0.0101215	0.00186464	0.00423511	0.0101051	0.00316752	0.00833897	0.00548849	0.00346952	0.00758617
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000803186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.12315e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58423e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23467e-05	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43577e-05	0	0	0	0	0.000244864	0	0	0	0	0	0.000486807	0.000155008	0	0	0	0	8.90211e-05	6.27839e-05	0	0	0	0	0	0	0	0	5.06708e-05	0	3.30811e-05	0	0	0	0.000225827	0	0	0	0	0	0	0	0	4.19805e-05	0	0	0	0.000154557	0	0	0	0	0	8.21571e-05	0	1.43809e-05	0	0	0	0	0	0	0	0	0	0	6.88188e-05	0	0	0	0	0	0	0	0	0	0.00120379
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.20045e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|unclassified	0.00076203	0.000371741	0.00103581	0	0.00211628	0	0.00150364	0	0.000716826	0	0	0.00120356	0	0.000756363	0	0	0.000712893	0.000721402	0	0.000696341	0.000458703	0.000184225	0.000801993	0	0.000550436	0.000553576	0	0.00103418	0	0.00117027	0	0.000529967	0.00083384	0.00149165	0	0	0	0.000561411	0	0.00036466	0.00163947	0	0.00142675	0.000499892	0.00195867	0	0.00168797	5.14175e-05	0	0	0	0.000228016	0.00149436	0.000989233	0.000502971	0	0	0	0.000710627	0.000527772	0	0	0.000676177	0.00100135	0.00023792	0.000191307	0.000644504	0.000478028	0	0.000673809	0	0.000122865	0.0003608	0	0.00065836	0	0.000499016	0.0022199	0.000569159	0.000697248	0	0	0	0	0	0	0.000377076	0	0.000625651	0.000600947	0.000877035	0.000722509	0	0.0007607	0.000387028	0.000477758	0.000543121	0.000738896	0.000217607	0.000810113	0.000354347	0.000309624	0.000504182	0.00089771	0.000924381	0	0.000339512	0	0	0	0.000423711	0	0	0.000709591	0.000163362	0.000590027	0.000955988	0.000644047
GLYOXYLATE-BYPASS: glyoxylate cycle	0	0	0	0	0	0.000134605	2.69988e-05	0	0	0	6.60544e-05	0	7.61382e-05	0	1.68369e-05	0.00053798	0	4.49408e-05	7.20724e-05	0	3.20026e-05	0	3.69924e-05	0	0	0	0	3.08684e-05	0	0	0	0	0	3.17649e-05	0	0	5.91646e-05	3.29863e-05	0	0	0	0	0.000307245	0	0.000219023	6.01273e-05	7.57048e-05	0.00116879	0	0	0	0	6.95994e-05	0.00107577	0.000505022	0	0.000127438	0	0	0.000183851	0.000267547	0	0.00166353	0	0	2.27464e-05	0	0	0	0.00264034	0	0.000256469	0	0	0	0.000595802	0	2.03285e-05	0	0.000211211	0.000167972	3.90757e-05	0	0.000218966	0.00021042	0	0	0.000184342	0.000721278	0.000409891	0.000173857	0	2.64107e-05	6.48811e-05	0.000317049	0.000102693	0.000127769	0	6.65651e-05	0.000128172	0	0.00013348	0	4.67979e-05	5.89489e-05	0.0001508	9.98398e-05	0.000350973	0	0	0.000176769	0.000317684	0	0.000143364	0	0	0.000163144	0.00168559
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000876832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32397e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32946e-05	0	2.83601e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15851e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30011e-05	0	0	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	7.21824e-05	0	0	0	0	2.8196e-05	0	0	0	0	0	0	0	2.51629e-05	0	1.94307e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130187	0	0.000127078	2.48096e-05	0	0.000437266	0	0	0	0	1.12576e-05	0.000578374	0.000134142	0	2.77434e-05	0	0	8.94347e-05	0.000133355	0	0	0	0	1.22266e-05	0	0	0	8.61275e-05	0	6.07217e-05	0	0	0	0.000313572	0	0	0	0	2.32295e-05	0	0	3.70206e-05	0.000122132	0	0	1.52172e-05	0.000219366	0	0	0	1.31693e-05	0	0.000132624	4.84733e-05	3.57314e-05	0	1.69653e-05	2.34184e-05	0	3.13526e-05	0	0	2.60621e-05	7.50511e-05	0	0.000123106	0	0	3.76915e-05	0.000148472	0	0	0	0	9.53154e-05	0.00145044
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263265	0	0	0	0	0	0	2.66398e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00210705	0	0	0	0	0	3.07916e-05	0	0	0	0	0	0	0	0	0	0	0	4.79577e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.91591e-05	0	0	0	0	0	0	0
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.23261e-05	0	0	0	0	0	0.000171431	0	0	0	0	0	0	0	0	0.000382524	0	0	0	0	0	0	0	0	0	0	0	0	4.12364e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71062e-05	0	0	0	0	0	0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	0.000120753	5.49545e-05	0.000201592	4.70845e-05	4.51556e-05	0.000236903	0.000166373	0	0	4.22708e-05	0	8.26278e-05	7.89213e-05	5.1025e-05	0.000276908	0.000150235	5.37738e-05	0	0.000107403	0.000163296	0.000107764	0.000142073	0.000195086	0	0	0	0	0.000112373	4.51638e-05	0.000277767	0.000119067	8.06825e-05	8.2941e-05	0	0	0	0	0	0	0	0	5.93111e-05	0	6.80647e-05	0.000169054	3.29015e-05	0.000173899	0.000242046	6.6322e-05	0.000200285	0.000259757	0.000201926	0.000134476	0.000758727	0.000406227	0	7.94107e-05	0	8.10691e-05	2.84054e-05	0.000569801	0	0.00100112	0	7.23802e-05	0.000224314	0	0.000214433	0.000154253	0.00182318	0.000132937	0	0.000200536	9.44101e-05	0.000251814	0.000323217	0.000782699	9.88994e-05	0.000115571	0.000250671	0.000202766	0.000444405	0.000596033	0.000709618	0.000384532	9.0712e-05	0	0.000835654	0.000389146	9.75588e-05	0	0.00021652	0.000713871	0	0.000338711	0.000202769	0.000164935	0.000899657	0.000151728	0.000284441	0.000134556	0.00018076	0	0.000114039	9.12271e-05	0	0	4.07465e-05	0.000108246	5.95999e-05	0.000196395	0.000113573	5.70608e-05	0	0	0	7.49314e-05	0.000576418
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62152e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3261e-05	0	0	0	0	0	0	0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95756e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115757	0.000303984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00166778	0	0	0	0	0	2.85804e-05	0	0	0	0	0	0	0	0	0	0	0	6.81845e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73424e-05	0	0	0	0	0	0	0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	3.93329e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol|unclassified	0.000120753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.941e-05	0.000211361	0	0	6.44368e-05	0	0	0	0	0	0	0	0	0.000161371	0	0	0	0	0	0	0	0	0	0	0	0.000193377	0	0.000596057	7.16294e-05	0	3.92407e-05	0.000148792	0	0.000439497	0.000161062	0	1.92022e-05	0	0	0.000206498	9.02168e-05	0	0.000172193	0	0	0	0.000152087	0	0.000362064	7.93123e-05	0	6.348e-05	0	0	0.000101891	5.89344e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171761	0	0	0	0	0	0	0	0	0	0	0	1.59502e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68709e-05	0	0	0	0	0	0	0	0	0.00040876	0.00027528	0	0	0	0	8.40207e-05	0	0	0.000534561	0	0	0	0	0	0	0.00103893	0	0	0	0	0	0.000130285	0	0	0	7.05886e-05	0	0	0	0	7.46916e-05	0	0	4.29944e-05	0	0	0	0	0	0	7.71274e-05	0	0	0	3.11249e-05	0	0	0	0	0	2.31349e-05	0	0	8.39974e-05	0	0	5.60023e-05	0.000176789	0	0	0	0	0	0.000688214
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000534561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05886e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18644e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59502e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68709e-05	0	0	0	0	0	0	0	0	0.000396315	0.000124066	0	0	0	0	8.40207e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14309e-05	0	0	0	0	0	0	0	0	7.46916e-05	0	0	0	0	0	0	0	0	0	7.71274e-05	0	0	0	7.81988e-06	0	0	0	0	0	0	0	0	4.75386e-05	0	0	0	0.000139491	0	0	0	0	0	0.000651036
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102409	0	0	0	0	0	4.82643e-05	0	0	0	0	0	0	0	0	0	0	0	3.42711e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10159e-05	3.43327e-05	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	0.000133411	0.000334542	0.000875063	0.000210003	0	6.75588e-05	0	0.000528949	0	0	0.000181954	0	0	0.000548214	7.58004e-05	0.000308008	0	0.00018817	0.000212716	0	7.81707e-05	0	0	0	0	0	0.000145134	0.000420144	0	4.69557e-05	0	0.00040924	0.000106958	4.2468e-05	0.000409962	0	7.92861e-05	0.000126974	0.000285374	0	0	0.000153848	8.40388e-05	0	0.00017667	0.000348021	4.71864e-05	0.000401978	0	0.000148002	0	0.000133252	8.09425e-05	0.000288401	0.000555569	0.000236323	3.24658e-05	8.02541e-05	0	0.00038679	0.000765108	0	0.00223427	0	0.00068637	0	0	0	0.000710895	0.000521462	8.99542e-05	0	0	0	0.000220073	0.000917068	0	0	0.000340119	0.000543934	0	0.000116669	0.000272829	0	0.000113905	0.000147416	0.000454275	0.000662064	0.000101844	0.000397725	0.000188464	0.000113355	1.8545e-05	0.000130825	0.000335743	8.64107e-05	0.000332385	0	0.000379229	5.58854e-05	0.000244955	0.00042123	0	0.000593839	0.000126675	0	7.72555e-05	0.00019074	0	0	0.000132839	0	0.000523443	0.000163487	0	0.000247506	7.68893e-05	0.00202747
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000722602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60917e-05	0	0	0	0	0	0	0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14532e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000311404
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000213817
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|g__Veillonella.s__Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22616e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8507e-05
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)|unclassified	0	0	0.000206526	0	0	0	0	0	0	0	0	0	0	0.000356685	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280752	0	0	0	0	8.95736e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000600735	0	0.000348771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104354	0	0	0.000193465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189182
